system_id,ligand_ccd_code,cluster,ligand_molecular_weight,ligand_instance_chain,ligand_num_rot_bonds,ligand_tpsa,ligand_num_unique_interactions,ligand_num_heavy_atoms,ligand_is_proper,entry_pdb_id,entry_keywords,ligand_num_rings,ligand_num_pocket_residues,ligand_smiles,num_training_systems_with_similar_ccds,group_key,query_system,target_system,pli_qcov,pli_unique_qcov,pocket_fident,pocket_fident_qcov,pocket_lddt,pocket_lddt_qcov,pocket_qcov,protein_fident_max,protein_fident_qcov_max,protein_fident_qcov_weighted_max,protein_fident_qcov_weighted_sum,protein_fident_weighted_max,protein_fident_weighted_sum,protein_lddt_max,protein_lddt_qcov_max,protein_lddt_qcov_weighted_max,protein_lddt_qcov_weighted_sum,protein_lddt_weighted_max,protein_lddt_weighted_sum,protein_qcov_max,protein_qcov_weighted_max,protein_qcov_weighted_sum,protein_seqsim_max,protein_seqsim_qcov_max,protein_seqsim_qcov_weighted_max,protein_seqsim_qcov_weighted_sum,protein_seqsim_weighted_max,protein_seqsim_weighted_sum,query_ligand_instance_chain,color,shape,sucos_protein,sucos_shape,sucos_protein_pocket_qcov,sucos_protein_pocket_lddt_qcov,sucos_shape_pocket_qcov,sucos_shape_pocket_lddt_qcov,shape_pocket_qcov,shape_pocket_lddt_qcov,color_pocket_qcov,color_pocket_lddt_qcov,target_release_date,release_date_before_cutoff,query_system_pli_qcov,target_system_pli_qcov,pli_qcov_pli_qcov,pli_unique_qcov_pli_qcov,pocket_fident_pli_qcov,pocket_fident_qcov_pli_qcov,pocket_lddt_pli_qcov,pocket_lddt_qcov_pli_qcov,pocket_qcov_pli_qcov,protein_fident_max_pli_qcov,protein_fident_qcov_max_pli_qcov,protein_fident_qcov_weighted_max_pli_qcov,protein_fident_qcov_weighted_sum_pli_qcov,protein_fident_weighted_max_pli_qcov,protein_fident_weighted_sum_pli_qcov,protein_lddt_max_pli_qcov,protein_lddt_qcov_max_pli_qcov,protein_lddt_qcov_weighted_max_pli_qcov,protein_lddt_qcov_weighted_sum_pli_qcov,protein_lddt_weighted_max_pli_qcov,protein_lddt_weighted_sum_pli_qcov,protein_qcov_max_pli_qcov,protein_qcov_weighted_max_pli_qcov,protein_qcov_weighted_sum_pli_qcov,protein_seqsim_max_pli_qcov,protein_seqsim_qcov_max_pli_qcov,protein_seqsim_qcov_weighted_max_pli_qcov,protein_seqsim_qcov_weighted_sum_pli_qcov,protein_seqsim_weighted_max_pli_qcov,protein_seqsim_weighted_sum_pli_qcov,query_ligand_instance_chain_pli_qcov,color_pli_qcov,shape_pli_qcov,sucos_protein_pli_qcov,sucos_shape_pli_qcov,tanimoto_pli_qcov,sucos_protein_pocket_qcov_pli_qcov,sucos_protein_pocket_lddt_qcov_pli_qcov,sucos_shape_pocket_qcov_pli_qcov,sucos_shape_pocket_lddt_qcov_pli_qcov,shape_pocket_qcov_pli_qcov,shape_pocket_lddt_qcov_pli_qcov,color_pocket_qcov_pli_qcov,color_pocket_lddt_qcov_pli_qcov,target_release_date_pli_qcov,release_date_before_cutoff_pli_qcov,num_ligand_chains,num_protein_chains,num_proper_ligand_chains,release_date,sucos_shape_pocket_qcov_2023,topological_tanimoto,morgan_tanimoto,pocket_qcov_alone
7ay9__1__1.A__1.I,S92,c764,470.229105452,1.I,7,132.82,9,35,True,7ay9,TRANSFERASE,6,25,N#Cc1cnn2c(NC3CC3)cc(-c3nnn(CCN4CCCCC4)c3-c3ccc(=O)[nH]c3)nc12,0,7ay9__1__1.A__1.I__1.I,7ay9__1__1.A__1.I,5t1h__1__1.A__1.V,70.0,44.0,100.0,92.0,100.0,92.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.I,72.60146215076118,79.86487163200378,76.29056069206605,76.59410657599528,70.18731583670078,70.18731583670078,70.46657804991567,70.46657804991567,73.47568190144348,73.47568190144348,66.79334517870029,66.79334517870029,2017-11-22,True,7ay9__1__1.A__1.I,5h8g__1__1.A__1.D_1.Q_1.V,100.0,67.0,100.0,100.0,96.0,96.0,100.0,99.0,98.0,98.0,98.0,99.0,99.0,97.0,95.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,100.0,1.I,22.50296820301418,63.614352321294746,55.07476910459612,50.90225517169089,0.6011730205278593,55.07476910459612,52.87177834041228,50.90225517169089,48.866164964823255,63.614352321294746,61.06977822844296,22.50296820301418,21.602849474893613,2016-02-10,True,1,1,1,2021-11-24,100.0,74.21828908554572,57.3170731707317,100.0
8ay6__1__1.A_1.B__1.C,QPZ,c131,342.103813436,1.C,4,68.17,6,24,True,8ay6,PLANT PROTEIN,3,30,Cc1cc(=O)n(C)c2ccc(S(=O)(=O)NCc3ccccc3)cc12,1,8ay6__1__1.A_1.B__1.C__1.C,8ay6__1__1.A_1.B__1.C,6zuc__1__1.A_1.B__1.C,67.0,83.0,93.0,87.0,100.0,93.0,93.0,97.0,96.0,96.0,96.0,97.0,97.0,99.0,97.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,100.0,99.0,99.0,98.0,100.0,99.0,1.C,94.70927659673607,98.02693451024064,82.96934619965126,96.6359000478288,77.16149196567567,77.16149196567567,89.8713870444808,89.8713870444808,91.1650490945238,91.1650490945238,88.07962723496456,88.07962723496456,2021-08-04,True,8ay6__1__1.A_1.B__1.C,5ur5__1__1.A__1.H,83.0,67.0,90.0,80.0,91.0,81.0,87.0,70.0,64.0,64.0,25.0,70.0,27.0,88.0,81.0,81.0,31.0,88.0,34.0,92.0,92.0,35.0,78.0,72.0,72.0,28.0,78.0,30.0,1.C,19.875180558639148,81.18225713934537,56.25368495730021,57.59548431017153,0.2197802197802197,48.94070591285118,45.56548481541317,50.10807134984923,46.65234229123894,70.62856371123047,65.75762828286975,17.291407086016058,16.09889625249771,2017-11-29,True,1,2,1,2023-03-22,100.0,100.0,100.0,93.0
7x81__1__1.A_1.B__1.D,9LC,c237,497.314123476,1.D,1,106.86,12,36,True,7x81,LYASE,5,43,CC[C@@H]1C/C(C)=C/[C@@]2(C)[C@H](C)C[C@]23NC(=O)C(=C3O)C(=O)[C@@]2(C)[C@@H]3CCC[C@H](O)[C@H]3C=C[C@H]2C[C@H]1O,4,7x81__1__1.A_1.B__1.D__1.D,7x81__1__1.A_1.B__1.D,5bu3__1__1.B__1.H,14.0,17.0,12.0,7.0,59.0,35.0,51.0,22.0,22.0,22.0,11.0,22.0,11.0,72.0,71.0,71.0,35.0,72.0,36.0,99.0,99.0,49.0,37.0,36.0,36.0,18.0,37.0,18.0,1.D,44.90994140693538,80.7879563169861,35.29889898870365,72.652023308894,18.002438484238862,12.354614646046276,37.05253188753594,25.4282081581129,41.20185772166291,28.27578471094513,22.90407011753705,15.718479492427385,2016-02-24,True,7x81__1__1.A_1.B__1.D,5bu3__2__1.C__1.J_1.K_1.M,21.0,25.0,12.0,7.0,61.0,33.0,49.0,21.0,21.0,21.0,10.0,21.0,11.0,71.0,70.0,70.0,35.0,71.0,36.0,99.0,99.0,49.0,37.0,36.0,36.0,18.0,37.0,18.0,1.D,47.90807855339489,81.55179346709099,24.720225587667883,73.62705923889416,0.910321489001692,12.112910537957262,8.157674443930402,36.07725902705814,24.29692954883508,39.960378798874586,26.912091844140026,23.47495849116349,15.809665922620312,2016-02-24,True,1,2,1,2023-02-08,100.0,91.0321489001692,49.42528735632184,51.0
7x86__1__1.A_1.C__1.G,A3I,c237,497.314123476,1.G,1,106.86,8,36,True,7x86,LIGASE,5,35,CC[C@@H]1C[C@@]2(C)C=C(C)[C@@H](C)C[C@]23NC(=O)C(=C3O)C(=O)[C@@]2(C)[C@@H]3CCC[C@H](O)[C@H]3C=C[C@H]2C[C@H]1O,4,7x86__1__1.A_1.C__1.G__1.G,7x86__1__1.A_1.C__1.G,5bu3__1__1.A__1.E_1.G,22.0,25.0,11.0,11.0,62.0,48.0,69.0,22.0,22.0,22.0,11.0,22.0,11.0,75.0,74.0,74.0,37.0,75.0,38.0,98.0,98.0,49.0,40.0,39.0,39.0,19.0,40.0,20.0,1.G,43.239048897567386,80.97005428268423,29.884356864968648,73.56773977183255,20.620206236828366,14.34449129518495,50.76174044256445,35.31251509047962,55.86933745505212,38.86562605568843,29.834943739321496,20.754743470832345,2016-02-24,True,7x86__1__1.A_1.C__1.G,5bu3__2__1.C__1.J_1.K_1.M,44.0,38.0,11.0,9.0,58.0,45.0,63.0,22.0,22.0,22.0,11.0,22.0,11.0,74.0,72.0,72.0,36.0,74.0,37.0,98.0,98.0,49.0,40.0,39.0,39.0,20.0,40.0,20.0,1.G,41.963406908588205,80.83312746977221,33.28753332999555,73.0743069454704,0.9736842105263158,20.9711459978972,14.979389998497997,46.036813375646354,32.88343812546168,50.92487030595649,36.3749073613975,26.43694635241057,18.883533108864693,2016-02-24,True,1,2,1,2023-02-08,100.0,97.36842105263158,72.0,69.0
8iw6__1__1.A_1.B__1.F,1SM,c206,364.08414061200006,1.F,4,127.35,17,25,True,8iw6,HYDROLASE,2,21,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,18,8iw6__1__1.A_1.B__1.F__1.F,8iw6__1__1.A_1.B__1.F,2wkw__1__1.A_1.B__1.C,15.0,24.0,33.0,24.0,59.0,50.0,67.0,29.0,28.0,28.0,28.0,29.0,28.0,73.0,71.0,71.0,71.0,73.0,72.0,98.0,98.0,98.0,45.0,44.0,44.0,44.0,45.0,44.0,1.F,10.57942422234504,55.53059914851255,18.93995759274577,43.10749578395646,12.689771587139669,9.469978796372889,28.882022175250828,21.55374789197823,37.20550142950341,27.765299574256275,7.088214228971177,5.28971211117252,2009-06-30,True,8iw6__1__1.A_1.B__1.F,2wkw__1__1.A_1.B__1.C,15.0,24.0,33.0,24.0,59.0,50.0,67.0,29.0,28.0,28.0,28.0,29.0,28.0,73.0,71.0,71.0,71.0,73.0,72.0,98.0,98.0,98.0,45.0,44.0,44.0,44.0,45.0,44.0,1.F,10.57942422234504,55.53059914851255,18.93995759274577,43.10749578395646,0.2468513853904282,12.689771587139669,9.469978796372889,28.882022175250828,21.55374789197823,37.20550142950341,27.765299574256275,7.088214228971177,5.28971211117252,2009-06-30,True,1,2,1,2023-08-02,28.882022175250828,24.68513853904282,13.043478260869565,67.0
8iw3__1__1.A_1.B__1.C,CIE,c91,414.04008288000006,1.C,6,136.57999999999998,17,27,True,8iw3,HYDROLASE,2,23,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,12,8iw3__1__1.A_1.B__1.C__1.C,8iw3__1__1.A_1.B__1.C,2wkw__1__1.A_1.B__1.L,18.0,24.0,30.0,22.0,60.0,50.0,65.0,29.0,28.0,28.0,28.0,29.0,28.0,72.0,71.0,71.0,71.0,72.0,72.0,98.0,98.0,98.0,45.0,44.0,44.0,43.0,45.0,44.0,1.C,5.803875522984456,53.99085833279872,16.46695012094499,33.831843776394955,10.703517578614244,8.233475060472495,21.990698454656723,16.915921888197477,35.094057916319166,26.99542916639936,3.772519089939897,2.901937761492228,2009-06-30,True,8iw3__1__1.A_1.B__1.C,2wkw__1__1.A_1.B__1.L,18.0,24.0,30.0,22.0,60.0,50.0,65.0,29.0,28.0,28.0,28.0,29.0,28.0,72.0,71.0,71.0,71.0,72.0,72.0,98.0,98.0,98.0,45.0,44.0,44.0,43.0,45.0,44.0,1.C,5.803875522984456,53.99085833279872,16.46695012094499,33.831843776394955,0.2618492618492618,10.703517578614244,8.233475060472495,21.990698454656723,16.915921888197477,35.094057916319166,26.99542916639936,3.772519089939897,2.901937761492228,2009-06-30,True,1,2,1,2023-08-02,21.990698454656723,26.184926184926184,12.82051282051282,65.0
7ysx__1__1.B__1.J,JU3,c12,354.11033829599995,1.J,3,111.13,6,26,True,7ysx,HYDROLASE,3,21,CC(C)=CCc1c(O)ccc(-c2coc3cc(O)cc(O)c3c2=O)c1O,0,7ysx__1__1.B__1.J__1.J,7ysx__1__1.B__1.J,6kjz__2__1.B__1.H,29.0,17.0,100.0,86.0,99.0,84.0,86.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,98.0,98.0,98.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.J,16.85846562525772,74.20563548933062,33.82797941530731,59.11864922797554,29.092062297164286,28.415502708858146,50.84203833605896,49.65966535149945,63.81684652082433,62.33273381103772,14.498280437721638,14.161111125216484,2020-03-18,True,7ysx__1__1.B__1.J,3tgg__1__1.A__1.D,86.0,83.0,43.0,33.0,84.0,75.0,90.0,32.0,31.0,31.0,31.0,32.0,32.0,80.0,77.0,77.0,77.0,80.0,80.0,96.0,96.0,96.0,46.0,44.0,44.0,44.0,46.0,46.0,1.J,10.515281603668935,60.09920955171214,26.40936714437772,46.31502474220325,0.3657587548638132,23.76843042993995,19.80702535828329,41.68352226798292,34.73626855665243,54.08928859654093,45.07440716378411,9.463753443302044,7.886461202751701,2012-01-25,True,1,1,1,2023-07-12,54.21021918615244,52.93685756240822,31.16883116883117,95.0
7u8v__1__1.A__1.C,UJS,c107,380.116092372,1.C,2,64.22999999999999,13,29,True,7u8v,CHAPERONE,5,30,O=C(c1ccc(O)c(C(=O)n2cc3ccccc3c2)c1)n1cc2ccccc2c1,0,7u8v__1__1.A__1.C__1.C,7u8v__1__1.A__1.C,2xhx__1__1.A__1.B,21.0,31.0,83.0,67.0,75.0,61.0,80.0,39.0,16.0,16.0,16.0,39.0,39.0,72.0,29.0,29.0,29.0,72.0,72.0,40.0,40.0,40.0,63.0,25.0,25.0,25.0,63.0,63.0,1.C,41.01092625230199,70.11653539393541,42.226719648594944,67.84962702215005,33.78137571887596,25.75829898564292,54.27970161772004,41.38827248351153,56.09322831514833,42.7710865903006,32.80874100184159,25.01666501390421,2010-09-01,True,7u8v__1__1.A__1.C,4ykr__1__1.A__1.B,71.0,62.0,83.0,70.0,76.0,64.0,83.0,39.0,15.0,15.0,15.0,39.0,39.0,73.0,29.0,29.0,29.0,73.0,73.0,40.0,40.0,40.0,63.0,25.0,25.0,25.0,63.0,63.0,1.C,21.086252776938554,65.96154560256655,40.59035770281725,46.59861625786535,0.2629787234042553,33.68999689333832,25.97782892980304,38.67685149402824,29.823114405033827,54.74808285013023,42.21538918564259,17.501589804858998,13.495201777240675,2016-03-09,True,1,1,1,2023-08-16,57.77098198546787,29.058823529411764,35.41666666666667,93.0
8u8j__1__1.A__1.B,WAL,c1,362.1967427040001,1.B,6,85.82000000000001,8,27,True,8u8j,"SIGNALING PROTEIN,TRANSFERASE/INHIBITOR",4,28,CC[C@H](C)Cc1nnc2cc(-c3ccnc(Nc4ccnn4C)n3)ccn12,0,8u8j__1__1.A__1.B__1.B,8u8j__1__1.A__1.B,6oph__1__1.A__1.B,89.0,75.0,100.0,93.0,98.0,91.0,93.0,100.0,99.0,99.0,99.0,100.0,100.0,99.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,100.0,100.0,1.B,64.0043150801554,80.84156919729621,70.41744704126711,75.65702916457487,65.48822574837841,64.07987680755308,70.36103712305463,68.84789653976313,75.18265935348548,73.56582796953955,59.52401302454452,58.24392672294141,2019-07-31,True,8u8j__1__1.A__1.B,5nhh__1__1.A__1.C_1.E,100.0,88.0,100.0,93.0,97.0,90.0,93.0,99.0,98.0,98.0,98.0,99.0,99.0,91.0,90.0,90.0,90.0,91.0,91.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,100.0,100.0,1.B,46.4440914998255,83.14552550826608,62.7394585707747,68.65431648606553,0.4150197628458498,58.34769647082047,56.46551271369723,63.84851433204094,61.78888483745897,77.32533872268745,74.83097295743947,43.19300509483772,41.79968234984295,2017-04-19,True,1,1,1,2024-03-27,70.36103712305463,54.87987987987988,44.44444444444444,100.0
8u8k__1__1.A__1.B,W8U,c1,421.14178594,1.B,5,90.12,7,30,True,8u8k,"SIGNALING PROTEIN,TRANSFERASE/INHIBITOR",5,29,Clc1ncccc1Cc1nnc2cc(-c3ccnc(NC4CCOCC4)n3)ccn12,0,8u8k__1__1.A__1.B__1.B,8u8k__1__1.A__1.B,6opk__1__1.A__1.B,75.0,57.0,100.0,100.0,96.0,96.0,100.0,100.0,99.0,99.0,99.0,100.0,100.0,98.0,97.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,100.0,100.0,1.B,37.95913522990887,76.21382684344687,57.21791944889466,68.45614747040698,57.21791944889466,54.92920267093887,68.45614747040698,65.71790157159069,76.21382684344687,73.16527376970899,37.95913522990887,36.44076982071251,2019-07-31,True,8u8k__1__1.A__1.B,5nhh__1__1.A__1.C_1.E,100.0,86.0,100.0,97.0,96.0,92.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,91.0,91.0,91.0,91.0,91.0,91.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,100.0,100.0,1.B,47.12512359818232,82.00045772373275,61.12279113284424,67.6764254768718,0.4841537424140256,59.28910739885891,56.2329678422167,65.64613271256565,62.26231143872206,79.54044399202077,75.44042110583413,45.71136989023685,43.355113710327736,2017-04-19,True,1,1,1,2024-03-27,68.45614747040698,43.76640419947507,13.392857142857142,100.0
7u8x__1__1.A__1.B,UJV,c107,428.117235244,1.B,3,73.46,16,32,True,7u8x,CHAPERONE,5,30,COc1ccc2cn(C(=O)c3cc(C(=O)n4cc5cccc(F)c5c4)ccc3O)cc2c1,0,7u8x__1__1.A__1.B__1.B,7u8x__1__1.A__1.B,2xhx__1__1.A__1.B,25.0,31.0,83.0,63.0,73.0,59.0,77.0,36.0,14.0,14.0,14.0,36.0,36.0,73.0,29.0,29.0,29.0,73.0,73.0,40.0,40.0,40.0,61.0,25.0,25.0,25.0,61.0,61.0,1.B,37.1150679695272,65.85822972886311,46.2922651809386,64.79472489237499,35.645044189322725,27.312436456753773,49.89193816712874,38.22888768650124,50.7108368912246,38.856355540029234,28.57860233653594,21.897890102021044,2010-09-01,True,7u8x__1__1.A__1.B,4ykq__1__1.A__1.B,62.0,62.0,83.0,60.0,74.0,57.0,73.0,36.0,14.0,14.0,14.0,36.0,36.0,75.0,30.0,30.0,30.0,75.0,75.0,40.0,40.0,40.0,61.0,25.0,25.0,25.0,61.0,61.0,1.B,25.79412018148188,59.60115800280404,40.218248420977964,47.346291009299655,0.2911490683229814,29.359321347313912,22.92440159995744,34.56279243678875,26.9873858753008,43.50884534204695,33.9726600615983,18.829707732481765,14.702648503444664,2016-03-09,True,1,1,1,2023-08-16,49.89193816712874,27.68472906403941,25.37313432835821,90.0
7u8w__1__1.A__1.C,KUC,c107,416.097248748,1.C,2,64.22999999999999,13,31,True,7u8w,CHAPERONE,5,31,O=C(c1ccc(O)c(C(=O)n2cc3ccc(F)cc3c2)c1)n1cc2cccc(F)c2c1,0,7u8w__1__1.A__1.C__1.C,7u8w__1__1.A__1.C,2xhx__1__1.A__1.B,21.0,38.0,84.0,65.0,73.0,60.0,77.0,37.0,15.0,15.0,15.0,37.0,37.0,74.0,30.0,30.0,30.0,74.0,74.0,40.0,40.0,40.0,63.0,25.0,25.0,25.0,63.0,63.0,1.C,40.753750283223006,67.98572306628844,49.36128950974365,66.50576977236429,38.00819292250261,29.61677370584619,51.2094427247205,39.90346186341857,52.349006761042105,40.79143383977306,31.38038771808172,24.4522501699338,2010-09-01,True,7u8w__1__1.A__1.C,6cjp__2__1.B__1.D,71.0,62.0,87.0,77.0,69.0,63.0,87.0,40.0,15.0,15.0,15.0,40.0,40.0,64.0,25.0,25.0,25.0,64.0,64.0,38.0,38.0,38.0,60.0,23.0,23.0,23.0,60.0,60.0,1.C,7.159641559347009,51.09289336066573,36.69418746702867,40.72324569034397,0.312206572769953,31.923943096314943,23.11733810422806,35.429223750599256,25.655644784916703,44.45081722377918,32.18852281721941,6.228888156631898,4.510574182388616,2019-01-30,True,1,1,1,2023-08-16,51.66530482859159,27.69709543568465,25.396825396825395,87.0
7nud__1__1.B__1.D,LRZ,c906,608.2455433640001,1.D,9,254.88,13,44,True,7nud,TRANSFERASE,5,41,[H]/N=C(\NCCCNC(=O)Nc1ccc2cc(C(=O)OC)cc(O)c2c1)NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0,7nud__1__1.B__1.D__1.D,7nud__1__1.B__1.D,5lgs__1__1.C_1.D_1.G_1.H__1.G_1.T,57.0,62.0,63.0,59.0,88.0,80.0,90.0,36.0,35.0,35.0,35.0,36.0,36.0,79.0,79.0,79.0,79.0,79.0,79.0,99.0,99.0,99.0,51.0,51.0,51.0,51.0,51.0,51.0,1.D,47.35817788650481,46.346834535909366,19.52275055942857,63.026897933971625,17.570475503485714,15.618200447542856,56.72420814057446,50.421518347177305,41.71215108231843,37.0774676287275,42.62236009785433,37.886542309203854,2017-03-22,True,7nud__1__1.B__1.D,6sq4__1__1.B__1.F,64.0,62.0,100.0,90.0,95.0,87.0,90.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,45.72495417845263,50.34316570370829,49.74986639785587,56.90615371989466,0.7515527950310559,44.77487975807029,43.28238376613461,51.2155383479052,49.50835373630836,45.30884913333747,43.79855416222622,41.15245876060737,39.78071013525378,2020-09-30,True,1,1,1,2022-03-23,100.0,72.40437158469946,34.40860215053764,93.0
7nue__1__1.A__1.C,LSK,c841,636.276843492,1.C,11,254.88,11,46,True,7nue,TRANSFERASE,5,32,[H]/N=C(/NCCCCCNC(=O)Nc1ccc2cc(C(=O)OC)cc(O)c2c1)NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0,7nue__1__1.A__1.C__1.C,7nue__1__1.A__1.C,5is7__1__1.D__1.O,25.0,27.0,62.0,59.0,83.0,70.0,81.0,35.0,35.0,35.0,35.0,35.0,35.0,79.0,77.0,77.0,77.0,79.0,79.0,98.0,98.0,98.0,50.0,49.0,49.0,49.0,50.0,50.0,1.C,36.543303418722864,40.73748168005477,26.0011979515854,50.02119611334417,21.060970340784174,18.200838566109777,40.517168851808776,35.01483727934092,32.997360160844366,28.51623717603833,29.60007576916552,25.580312393106,2017-03-15,True,7nue__1__1.A__1.C,5fwa__1__1.A__1.B,67.0,73.0,72.0,66.0,87.0,72.0,81.0,36.0,36.0,36.0,36.0,36.0,36.0,79.0,78.0,78.0,78.0,79.0,79.0,99.0,99.0,99.0,52.0,52.0,52.0,52.0,52.0,52.0,1.C,4.992221346558988,36.90047489598102,42.9220865578268,24.73690167590285,0.782033426183844,34.766890111839714,30.903902321635297,20.036890357481308,17.81056920665005,29.88938466574463,26.56834192510633,4.04369929071278,3.594399369522471,2016-11-09,True,1,1,1,2022-03-23,100.0,73.75256322624743,38.54166666666667,94.0
8h7r__1__1.A__1.B,WZ0,c799,362.0144589219999,1.B,6,57.900000000000006,3,22,True,8h7r,IMMUNE SYSTEM,2,24,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0,8h7r__1__1.A__1.B__1.B,8h7r__1__1.A__1.B,6itq__1__1.C__1.G,33.0,33.0,33.0,21.0,73.0,55.0,79.0,58.0,57.0,57.0,57.0,58.0,58.0,84.0,83.0,83.0,83.0,84.0,84.0,98.0,98.0,98.0,66.0,65.0,65.0,65.0,66.0,66.0,1.B,9.853194328374489,67.91829371265692,19.95915591118497,50.68623535073483,15.767733169836124,10.977535751151734,40.04212592708052,27.87742944290416,53.655452032998966,37.355061541961305,7.784023519415847,5.419256880605969,2019-07-24,True,8h7r__1__1.A__1.B,1tzg__3__1.A_1.B_1.E_2.C_2.D_2.F__1.E_2.F,33.0,33.0,21.0,,75.0,22.0,33.0,41.0,41.0,41.0,41.0,41.0,41.0,83.0,83.0,83.0,83.0,83.0,83.0,100.0,100.0,100.0,57.0,57.0,57.0,57.0,57.0,57.0,1.B,,,,,0.3270631067961165,,,,,,,,,2005-03-01,True,1,1,1,2023-10-25,40.04212592708052,19.584837545126355,8.235294117647058,79.0
7vsl__1__1.A__1.D,7XI,c12,339.069844124,1.D,5,78.85000000000001,8,23,True,7vsl,HYDROLASE,3,28,Nc1nc(Cl)nc2c1ncn2Cc1cccc(OCC(F)F)c1,0,7vsl__1__1.A__1.D__1.D,7vsl__1__1.A__1.D,7cwg__1__1.A__1.D,50.0,50.0,100.0,82.0,99.0,82.0,82.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,50.94160632083328,77.32087479307263,74.32844467689955,71.81272670508379,60.94932463505763,60.94932463505763,58.88643589816871,58.88643589816871,63.40311733031955,63.40311733031955,41.77211718308329,41.77211718308329,2021-09-01,True,7vsl__1__1.A__1.D,7cwf__1__1.A__1.D,75.0,50.0,100.0,75.0,99.0,75.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,58.75348582317018,76.74263068522987,75.83772352479573,73.6312998811516,0.7843719090009891,56.8782926435968,56.8782926435968,55.2234749108637,55.2234749108637,57.5569730139224,57.5569730139224,44.06511436737763,44.06511436737763,2021-09-01,True,1,1,1,2022-11-02,100.0,69.79345955249569,55.55555555555556,89.0
8fe8__1__1.A_1.B__1.C,XRB,c32,529.189608724,1.C,7,135.24,9,38,True,8fe8,TRANSFERASE/TRANSFERASE INHIBITOR,4,30,Cc1cc(/C=C/C#N)cc(C)c1Oc1ccnc(Nc2ccc(N3CCN(S(C)(=O)=O)CC3)c(C#N)c2)n1,0,8fe8__1__1.A_1.B__1.C__1.C,8fe8__1__1.A_1.B__1.C,5cyq__1__1.A_1.B__1.C,92.0,67.0,100.0,90.0,90.0,82.0,90.0,100.0,99.0,98.0,99.0,100.0,100.0,96.0,96.0,94.0,95.0,95.0,96.0,100.0,98.0,99.0,100.0,100.0,98.0,99.0,100.0,100.0,1.C,50.61940937787922,78.72833113129975,72.36075314188963,78.14319554123112,65.12467782770067,59.33581757634949,70.328875987108,64.07742034380952,70.85549801816978,64.55723152766579,45.5574684400913,41.50791568986096,2015-12-30,True,8fe8__1__1.A_1.B__1.C,5cyq__1__1.A_1.B__1.C,92.0,67.0,100.0,90.0,90.0,82.0,90.0,100.0,99.0,98.0,99.0,100.0,100.0,96.0,96.0,94.0,95.0,95.0,96.0,100.0,98.0,99.0,100.0,100.0,98.0,99.0,100.0,100.0,1.C,50.61940937787922,78.72833113129975,72.36075314188963,78.14319554123112,0.3839285714285714,65.12467782770067,59.33581757634949,70.328875987108,64.07742034380952,70.85549801816978,64.55723152766579,45.5574684400913,41.50791568986096,2015-12-30,True,1,2,1,2023-10-18,70.328875987108,38.392857142857146,43.58974358974359,97.0
